Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,Type,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
james jones,33.0,MIA,SF,15.0,0.0,8.4,1.2,2.7,0.45,1.0,2.1,0.469,0.2,0.5,0.375,0.638,0.1,0.2,0.667,0.2,0.5,0.7,0.3,0.2,0.1,0.0,1.1,3.5,2014,Playoffs,16.2,0.641,0.8,0.075,3.3,8.2,5.8,6.7,1.3,1.5,0.0,16.7,0.4,0.1,0.4,0.167,4.4,-0.5,3.9,0.2
drew gooden,32.0,WAS,C,10.0,0.0,14.6,1.4,3.8,0.368,0.0,0.4,0.0,1.4,3.4,0.412,0.368,0.6,0.8,0.75,2.0,2.2,4.2,0.4,0.3,0.4,0.4,3.0,3.4,2014,Playoffs,9.5,0.409,0.105,0.211,15.8,17.5,16.7,4.5,1.1,2.2,8.8,14.7,0.0,0.3,0.3,0.097,-4.1,-1.6,-5.7,-0.1
evan turner,25.0,IND,SF,12.0,0.0,12.4,1.3,2.9,0.429,0.3,0.6,0.571,0.9,2.3,0.393,0.486,0.4,0.4,1.0,0.0,2.2,2.2,1.6,0.3,0.0,0.9,0.8,3.3,2014,Playoffs,9.8,0.524,0.2,0.143,0.0,20.6,10.5,21.3,1.5,0.0,22.8,15.8,-0.1,0.2,0.1,0.045,-2.6,1.8,-0.8,0.0
kendrick perkins,29.0,OKC,C,19.0,19.0,20.2,1.3,2.4,0.533,0.0,0.0,0.0,1.3,2.4,0.533,0.533,0.6,0.8,0.8,1.7,3.6,5.4,0.7,0.2,0.3,1.3,3.4,3.2,2014,Playoffs,6.6,0.581,0.0,0.333,10.3,19.3,15.0,5.4,0.5,1.2,32.6,9.1,0.0,0.3,0.4,0.044,-3.9,0.7,-3.2,-0.1
chris copeland,29.0,IND,SF,12.0,0.0,6.8,1.0,2.3,0.429,0.5,1.3,0.375,0.5,1.0,0.5,0.536,0.5,0.8,0.667,0.1,0.3,0.4,0.1,0.3,0.3,0.4,1.1,3.0,2014,Playoffs,10.6,0.563,0.571,0.321,1.5,5.8,3.7,2.2,2.0,3.4,13.5,22.0,0.0,0.1,0.1,0.055,-1.2,-1.1,-2.3,0.0
thomas robinson,22.0,POR,PF,11.0,0.0,11.1,1.2,2.8,0.419,0.0,0.0,0.0,1.2,2.8,0.419,0.419,0.5,0.6,0.857,0.9,1.6,2.5,0.5,0.5,0.5,0.5,2.1,2.9,2014,Playoffs,10.9,0.469,0.0,0.226,9.0,15.8,12.4,7.3,2.1,3.0,12.8,14.1,0.0,0.1,0.1,0.052,-2.5,2.0,-0.5,0.0
cory joseph,22.0,SAS,SG,17.0,0.0,5.1,1.0,2.1,0.486,0.0,0.2,0.0,1.0,1.9,0.531,0.486,0.8,1.1,0.778,0.1,0.5,0.5,0.5,0.2,0.0,0.2,0.4,2.8,2014,Playoffs,18.3,0.559,0.086,0.514,1.4,10.5,6.1,16.5,1.8,0.0,8.5,25.0,0.2,0.1,0.3,0.159,0.5,1.9,2.3,0.1
danny granger,30.0,LAC,SF,13.0,0.0,10.3,0.8,3.1,0.275,0.4,1.7,0.227,0.5,1.4,0.333,0.338,0.5,0.7,0.778,0.2,1.4,1.5,0.2,0.5,0.1,0.2,1.8,2.6,2014,Playoffs,3.6,0.387,0.55,0.225,1.6,16.0,8.6,3.0,2.2,0.6,6.4,15.2,-0.2,0.1,-0.1,-0.025,-5.9,-0.8,-6.7,-0.2
udonis haslem,33.0,MIA,PF,16.0,6.0,10.6,1.1,2.3,0.459,0.0,0.0,0.0,1.1,2.3,0.459,0.459,0.4,0.6,0.6,0.8,1.8,2.6,0.3,0.1,0.2,0.1,1.8,2.5,2014,Playoffs,9.8,0.483,0.0,0.27,9.8,22.1,16.2,3.7,0.3,1.7,2.4,12.8,0.2,0.1,0.3,0.084,-2.4,-1.4,-3.8,-0.1
andrei kirilenko,32.0,BRK,PF,10.0,0.0,14.4,0.7,1.5,0.467,0.0,0.0,0.0,0.7,1.5,0.467,0.467,1.1,1.7,0.647,1.0,1.3,2.3,1.0,1.0,0.3,0.3,1.1,2.5,2014,Playoffs,14.4,0.556,0.0,1.133,8.4,12.0,10.1,10.3,3.9,2.0,11.8,8.6,0.2,0.2,0.4,0.138,1.0,3.3,4.3,0.2
shane battier,35.0,MIA,SF,16.0,6.0,12.6,0.8,1.6,0.462,0.6,1.3,0.45,0.2,0.4,0.5,0.635,0.3,0.3,0.8,0.1,0.6,0.6,0.3,0.3,0.1,0.3,1.4,2.3,2014,Playoffs,5.8,0.656,0.769,0.192,0.7,5.7,3.3,3.7,1.4,0.5,15.1,8.4,0.1,0.1,0.2,0.049,-1.7,-0.3,-2.0,0.0
aron baynes,27.0,SAS,C,14.0,0.0,7.2,0.9,1.7,0.5,0.0,0.1,0.0,0.9,1.6,0.522,0.5,0.6,0.7,0.8,0.9,1.4,2.2,0.0,0.2,0.0,0.5,1.1,2.3,2014,Playoffs,11.5,0.563,0.042,0.417,14.3,21.5,18.0,0.0,1.5,0.0,19.8,16.3,0.1,0.2,0.2,0.108,-3.3,-0.2,-3.5,0.0
mason plumlee,23.0,BRK,C,10.0,0.0,11.4,0.7,1.6,0.438,0.0,0.0,0.0,0.7,1.6,0.438,0.438,0.8,1.8,0.444,0.5,1.8,2.3,0.2,0.3,0.7,0.9,2.4,2.2,2014,Playoffs,4.5,0.46,0.0,1.125,5.3,21.0,12.7,2.6,1.5,5.9,27.3,14.1,-0.2,0.1,-0.1,-0.039,-8.4,-0.3,-8.6,-0.2
nick collison,33.0,OKC,PF,17.0,2.0,10.8,0.7,1.7,0.414,0.1,0.3,0.4,0.6,1.4,0.417,0.448,0.4,0.6,0.7,0.7,1.5,2.2,0.8,0.2,0.4,0.4,1.6,1.9,2014,Playoffs,9.4,0.494,0.172,0.345,7.8,15.3,11.8,10.5,1.1,2.9,15.2,9.8,0.1,0.2,0.3,0.084,-1.9,1.6,-0.3,0.1
ian mahinmi,27.0,IND,C,19.0,0.0,12.7,0.7,1.4,0.481,0.0,0.0,0.0,0.7,1.4,0.481,0.481,0.6,0.9,0.611,1.2,1.2,2.4,0.2,0.3,0.8,0.5,2.0,1.9,2014,Playoffs,8.6,0.53,0.0,0.667,11.3,11.3,11.3,1.9,1.1,6.1,22.3,9.1,0.1,0.4,0.5,0.092,-4.0,2.1,-1.9,0.0
rasual butler,34.0,IND,SG,11.0,0.0,6.4,0.5,1.4,0.4,0.5,1.1,0.417,0.1,0.3,0.333,0.567,0.2,0.2,1.0,0.0,0.5,0.5,0.1,0.1,0.1,0.1,0.3,1.7,2014,Playoffs,9.1,0.598,0.8,0.133,0.0,10.1,5.2,2.3,0.8,1.3,5.9,11.8,0.1,0.1,0.1,0.093,0.6,0.1,0.7,0.0
perry jones,22.0,OKC,PF,11.0,0.0,5.0,0.6,1.6,0.389,0.3,0.9,0.3,0.4,0.7,0.5,0.472,0.0,0.0,0.0,0.3,0.5,0.8,0.1,0.0,0.1,0.1,0.8,1.5,2014,Playoffs,7.0,0.472,0.556,0.0,6.5,11.7,9.3,3.0,0.0,1.4,5.3,15.7,0.0,0.0,0.0,0.037,-2.5,-2.1,-4.5,0.0
matt bonner,33.0,SAS,PF,22.0,2.0,6.2,0.5,1.0,0.476,0.2,0.5,0.333,0.3,0.4,0.667,0.571,0.1,0.2,0.75,0.1,0.5,0.6,0.5,0.1,0.0,0.1,0.5,1.2,2014,Playoffs,8.8,0.593,0.571,0.19,1.8,10.1,6.0,10.8,0.8,0.6,8.1,8.5,0.2,0.1,0.3,0.122,0.0,2.2,2.2,0.1
jeff ayres,26.0,SAS,PF,17.0,0.0,3.8,0.4,0.8,0.462,0.0,0.0,0.0,0.4,0.8,0.462,0.462,0.3,0.5,0.625,0.4,0.8,1.1,0.3,0.0,0.0,0.1,0.4,1.0,2014,Playoffs,13.0,0.515,0.0,0.615,11.1,22.8,17.1,10.5,0.0,0.0,5.7,12.5,0.1,0.1,0.2,0.158,0.5,0.6,1.0,0.1
toney douglas,27.0,MIA,PG,10.0,0.0,2.9,0.3,0.9,0.333,0.3,0.6,0.5,0.0,0.3,0.0,0.5,0.1,0.2,0.5,0.1,0.3,0.4,0.5,0.0,0.0,0.1,0.3,1.0,2014,Playoffs,12.9,0.506,0.667,0.222,4.8,13.3,9.2,27.2,0.0,0.0,9.2,19.2,0.1,0.0,0.1,0.096,3.9,-1.1,2.8,0.0
garrett temple,27.0,WAS,SG,10.0,0.0,0.9,0.2,0.2,1.0,0.1,0.1,1.0,0.1,0.1,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,2014,Playoffs,9.7,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,15.8,0.0,0.0,0.0,0.111,-5.0,4.1,-0.9,0.0
lebron james,30.0,CLE,SF,20.0,20.0,42.2,11.4,27.2,0.417,1.3,5.5,0.227,10.1,21.7,0.465,0.44,6.1,8.4,0.731,1.9,9.5,11.3,8.5,1.7,1.1,4.1,2.9,30.1,2015,Playoffs,25.3,0.487,0.202,0.307,4.9,24.3,14.7,45.2,2.1,2.1,11.7,37.6,1.6,1.5,3.0,0.173,5.9,2.0,7.9,2.1
stephen curry,26.0,GSW,PG,21.0,21.0,39.3,9.5,20.9,0.456,4.7,11.0,0.422,4.9,9.9,0.493,0.567,4.6,5.5,0.835,1.0,4.0,5.0,6.4,1.9,0.1,3.9,2.2,28.3,2015,Playoffs,24.5,0.607,0.528,0.262,2.7,11.1,6.9,29.9,2.4,0.3,14.3,31.0,2.7,1.2,3.9,0.228,7.7,1.1,8.8,2.2
james harden,25.0,HOU,SG,17.0,17.0,37.4,7.6,17.3,0.439,2.4,6.3,0.383,5.2,11.0,0.471,0.509,9.6,10.5,0.916,0.7,5.0,5.7,7.5,1.6,0.4,4.5,2.9,27.2,2015,Playoffs,24.8,0.62,0.364,0.605,2.0,13.7,7.9,35.0,2.1,0.9,17.1,29.5,2.3,0.3,2.7,0.202,6.1,1.5,7.6,1.5
blake griffin,25.0,LAC,PF,14.0,14.0,39.8,10.0,19.6,0.511,0.1,0.5,0.143,9.9,19.1,0.521,0.513,5.4,7.6,0.717,2.7,10.0,12.7,6.1,1.0,1.0,3.2,3.1,25.5,2015,Playoffs,24.8,0.557,0.026,0.387,7.3,26.1,16.8,27.3,1.2,2.2,12.3,28.5,1.5,0.6,2.1,0.179,5.5,1.1,6.6,1.2
bradley beal,21.0,WAS,SG,10.0,10.0,41.8,8.1,20.0,0.405,2.3,6.3,0.365,5.8,13.7,0.423,0.463,4.9,5.9,0.831,1.4,4.1,5.5,4.6,1.6,0.7,2.6,1.9,23.4,2015,Playoffs,17.9,0.518,0.315,0.295,3.8,10.3,7.1,19.1,1.9,1.3,10.3,26.7,0.7,0.6,1.2,0.14,1.7,1.3,3.0,0.5
jimmy butler,25.0,CHI,SG,12.0,12.0,42.2,7.8,17.8,0.441,2.3,6.0,0.389,5.5,11.8,0.468,0.507,4.9,6.0,0.819,1.5,4.1,5.6,3.2,2.4,0.8,1.8,2.3,22.9,2015,Playoffs,20.8,0.562,0.338,0.338,4.0,10.4,7.3,14.1,3.0,1.4,7.9,23.9,1.3,0.8,2.1,0.203,4.0,1.9,5.8,1.0
chris paul,29.0,LAC,PG,12.0,12.0,37.1,7.9,15.8,0.503,2.3,5.4,0.415,5.7,10.3,0.548,0.574,4.0,4.3,0.941,0.6,3.8,4.4,8.8,1.8,0.3,2.2,3.1,22.1,2015,Playoffs,25.7,0.627,0.344,0.27,1.7,10.7,6.3,39.1,2.4,0.6,11.0,23.2,2.0,0.3,2.3,0.248,7.2,1.5,8.6,1.2
derrick rose,26.0,CHI,PG,12.0,12.0,37.8,7.8,19.6,0.396,1.9,5.5,0.348,5.8,14.1,0.414,0.445,2.9,3.3,0.897,1.1,3.8,4.8,6.5,1.2,0.5,3.2,1.8,20.3,2015,Playoffs,16.8,0.484,0.281,0.166,3.2,10.7,7.0,33.5,1.6,1.1,13.1,29.1,0.3,0.6,0.8,0.088,2.6,-0.8,1.8,0.4
marc gasol,30.0,MEM,C,11.0,11.0,37.8,6.5,16.4,0.394,0.0,0.2,0.0,6.5,16.2,0.399,0.394,6.8,8.0,0.852,1.7,8.5,10.3,4.5,0.9,1.7,1.5,3.0,19.7,2015,Playoffs,21.3,0.496,0.011,0.489,4.9,25.4,15.0,20.5,1.3,4.2,6.8,25.8,0.8,0.6,1.4,0.161,3.5,2.5,6.0,0.8
kyrie irving,22.0,CLE,PG,13.0,13.0,35.7,6.2,14.2,0.438,2.1,4.6,0.45,4.2,9.6,0.432,0.511,4.5,5.3,0.841,0.8,2.8,3.6,3.8,1.3,0.8,1.5,2.2,19.0,2015,Playoffs,20.9,0.573,0.324,0.373,2.4,8.6,5.6,20.1,1.9,2.0,8.5,23.0,1.5,0.5,2.0,0.209,4.5,0.7,5.2,0.8
klay thompson,24.0,GSW,SG,21.0,21.0,36.2,7.1,15.9,0.446,2.7,7.0,0.39,4.4,9.0,0.489,0.531,1.7,2.1,0.8,0.4,3.4,3.9,2.6,0.8,0.9,2.0,3.0,18.6,2015,Playoffs,14.8,0.553,0.437,0.135,1.3,10.2,5.8,12.1,1.1,2.0,10.4,23.3,0.9,1.0,1.9,0.118,2.0,0.0,1.9,0.7
jeff teague,26.0,ATL,PG,16.0,16.0,33.1,6.1,14.9,0.41,1.3,4.1,0.323,4.8,10.9,0.443,0.454,3.3,3.8,0.867,0.6,2.6,3.2,6.7,1.5,0.4,2.7,2.1,16.8,2015,Playoffs,17.8,0.507,0.272,0.251,2.0,8.3,5.2,35.3,2.3,1.1,13.9,26.5,0.5,0.5,1.0,0.094,2.2,-0.2,2.0,0.5
dwight howard,29.0,HOU,C,17.0,17.0,33.8,6.2,10.7,0.577,0.0,0.0,0.0,6.2,10.7,0.577,0.577,4.0,9.7,0.412,3.6,10.4,14.0,1.2,1.4,2.3,2.2,3.5,16.4,2015,Playoffs,20.4,0.546,0.0,0.907,11.3,31.4,21.5,5.9,1.9,5.4,12.7,21.2,0.6,0.9,1.5,0.126,1.2,1.2,2.4,0.6
zach randolph,33.0,MEM,PF,11.0,11.0,34.7,6.5,15.3,0.423,0.1,0.5,0.2,6.4,14.8,0.429,0.426,2.6,3.0,0.879,2.9,5.5,8.5,2.1,0.5,0.0,2.1,3.4,15.6,2015,Playoffs,13.3,0.471,0.03,0.196,9.0,18.0,13.4,10.8,0.8,0.0,11.2,24.6,0.0,0.3,0.3,0.036,-1.0,-1.5,-2.5,-0.1
paul millsap,29.0,ATL,PF,16.0,15.0,35.4,5.3,13.1,0.407,0.9,3.1,0.306,4.4,10.0,0.438,0.443,3.6,4.9,0.744,2.3,6.4,8.7,3.4,1.6,0.9,2.1,3.3,15.2,2015,Playoffs,16.4,0.499,0.234,0.373,6.8,19.5,13.1,16.0,2.3,2.0,12.3,22.3,0.4,0.9,1.3,0.108,0.2,1.2,1.4,0.5
jj redick,30.0,LAC,SG,14.0,14.0,38.6,5.0,11.5,0.435,2.5,6.3,0.398,2.5,5.2,0.479,0.543,2.4,2.5,0.943,0.0,2.1,2.1,1.7,0.7,0.4,1.9,2.6,14.9,2015,Playoffs,10.2,0.59,0.547,0.217,0.0,5.8,2.9,6.5,0.9,0.8,12.8,16.3,0.5,0.1,0.5,0.047,0.4,-1.9,-1.4,0.1
demarre carroll,28.0,ATL,SF,16.0,16.0,34.9,5.4,11.1,0.486,1.8,4.5,0.403,3.6,6.6,0.543,0.568,2.0,2.6,0.78,1.6,4.4,6.1,2.0,1.1,0.3,0.9,2.3,14.6,2015,Playoffs,16.8,0.597,0.407,0.232,5.0,13.6,9.3,9.5,1.7,0.7,7.1,17.1,1.2,0.6,1.8,0.157,2.1,0.6,2.7,0.7
paul pierce,37.0,WAS,SF,10.0,10.0,29.8,4.8,9.9,0.485,3.3,6.3,0.524,1.5,3.6,0.417,0.652,1.7,2.0,0.85,0.0,4.2,4.2,0.9,0.6,0.7,1.0,3.3,14.6,2015,Playoffs,16.3,0.677,0.636,0.202,0.0,14.8,7.6,5.0,1.0,1.9,8.5,17.5,0.8,0.4,1.2,0.19,2.1,1.7,3.8,0.4
pau gasol,34.0,CHI,PF,10.0,10.0,31.7,5.6,11.5,0.487,0.0,0.4,0.0,5.6,11.1,0.505,0.487,3.2,4.2,0.762,1.7,7.7,9.4,3.1,0.5,2.1,2.1,1.8,14.4,2015,Playoffs,20.1,0.539,0.035,0.365,6.0,26.1,16.3,18.1,0.8,5.3,13.6,22.2,0.4,0.7,1.1,0.166,1.6,2.2,3.7,0.4
al horford,28.0,ATL,C,16.0,16.0,32.6,6.7,13.2,0.507,0.1,0.6,0.222,6.6,12.6,0.52,0.512,0.9,1.3,0.75,2.5,6.1,8.6,3.7,0.8,1.4,1.6,2.1,14.4,2015,Playoffs,19.8,0.525,0.043,0.095,8.2,20.1,14.2,20.4,1.3,3.6,10.2,21.4,0.8,0.7,1.5,0.141,2.1,1.6,3.7,0.8
draymond green,24.0,GSW,PF,21.0,21.0,37.3,4.8,11.4,0.417,1.1,4.3,0.264,3.6,7.1,0.51,0.467,3.0,4.1,0.736,2.2,7.9,10.1,5.2,1.8,1.2,2.8,4.2,13.7,2015,Playoffs,16.6,0.517,0.379,0.363,6.5,22.8,14.7,21.2,2.5,2.5,17.2,19.2,0.9,1.7,2.6,0.16,0.7,3.8,4.5,1.3
josh smith,29.0,HOU,PF,17.0,8.0,23.3,5.0,11.4,0.438,1.6,4.2,0.38,3.4,7.2,0.472,0.508,1.9,4.4,0.432,1.5,4.1,5.6,2.7,0.5,1.0,2.2,2.4,13.5,2015,Playoffs,16.5,0.505,0.366,0.381,6.9,18.1,12.6,20.6,1.1,3.4,14.4,27.9,0.0,0.3,0.3,0.036,1.7,0.7,2.4,0.4
courtney lee,29.0,MEM,SG,11.0,11.0,33.4,5.0,9.1,0.55,1.3,2.7,0.467,3.7,6.4,0.586,0.62,2.0,2.1,0.957,0.3,2.3,2.5,2.2,1.1,0.0,1.2,2.2,13.3,2015,Playoffs,15.5,0.663,0.3,0.23,0.9,7.7,4.2,11.0,1.7,0.0,10.6,15.3,0.9,0.2,1.1,0.145,0.9,1.7,2.6,0.4
trevor ariza,29.0,HOU,SF,17.0,17.0,38.5,4.4,10.4,0.426,2.1,5.6,0.375,2.3,4.7,0.488,0.528,2.2,2.5,0.905,1.1,5.4,6.4,2.6,1.8,0.1,1.4,3.0,13.2,2015,Playoffs,12.9,0.576,0.545,0.239,2.9,14.2,8.6,10.1,2.2,0.2,10.6,13.9,1.0,0.4,1.3,0.098,0.2,1.6,1.7,0.6
deandre jordan,26.0,LAC,C,14.0,14.0,34.4,4.1,5.8,0.716,0.0,0.0,0.0,4.1,5.8,0.716,0.716,4.8,11.2,0.427,3.5,9.9,13.4,1.1,1.1,2.4,1.2,3.0,13.1,2015,Playoffs,20.7,0.61,0.0,1.938,10.9,29.7,20.4,4.8,1.6,5.9,10.2,15.0,1.2,0.8,1.9,0.192,2.9,1.5,4.4,0.8
jr smith,29.0,CLE,SG,18.0,4.0,31.1,4.6,11.4,0.403,2.8,7.9,0.359,1.8,3.6,0.5,0.527,0.8,1.1,0.7,0.5,4.2,4.7,1.2,0.9,0.6,0.8,3.0,12.8,2015,Playoffs,13.5,0.538,0.689,0.097,1.8,14.7,8.4,7.0,1.6,1.5,6.5,18.6,0.8,0.7,1.5,0.128,0.9,1.2,2.1,0.6
jamal crawford,34.0,LAC,SG,14.0,0.0,27.1,4.8,13.3,0.36,1.3,5.3,0.243,3.5,8.0,0.438,0.409,1.9,2.1,0.867,0.4,1.7,2.1,1.9,0.9,0.2,1.2,2.4,12.7,2015,Playoffs,10.0,0.447,0.398,0.161,1.7,6.6,4.2,11.1,1.7,0.7,7.9,24.8,-0.3,0.1,-0.2,-0.02,-1.4,-2.2,-3.6,-0.2
marcin gortat,30.0,WAS,C,10.0,10.0,30.7,5.4,8.6,0.628,0.0,0.0,0.0,5.4,8.6,0.628,0.628,1.6,2.4,0.667,2.7,6.1,8.8,2.2,0.6,1.1,1.6,2.9,12.4,2015,Playoffs,19.4,0.642,0.0,0.279,9.9,20.9,15.6,12.1,1.0,2.8,14.2,16.3,0.8,0.5,1.3,0.202,0.5,2.1,2.6,0.4
corey brewer,28.0,HOU,SF,17.0,0.0,25.2,4.2,9.8,0.431,0.7,2.5,0.286,3.5,7.4,0.48,0.467,2.1,3.2,0.636,0.6,2.1,2.8,1.1,0.6,0.2,0.9,2.8,11.2,2015,Playoffs,10.9,0.499,0.251,0.329,2.7,8.6,5.7,7.3,1.2,0.7,7.3,20.1,0.2,0.1,0.3,0.031,-1.6,-0.7,-2.2,0.0
kyle korver,33.0,ATL,SG,14.0,14.0,37.6,3.7,9.5,0.391,2.8,7.9,0.355,0.9,1.6,0.565,0.538,0.9,1.1,0.813,0.1,4.9,5.0,2.4,1.4,1.1,1.5,1.9,11.1,2015,Playoffs,11.3,0.557,0.827,0.12,0.2,14.1,7.1,9.5,2.0,2.3,13.0,13.9,0.2,0.7,0.8,0.077,-0.2,0.9,0.8,0.4
mike dunleavy,34.0,CHI,SF,12.0,12.0,32.4,3.6,7.3,0.489,2.3,4.7,0.482,1.3,2.7,0.5,0.642,1.5,1.6,0.947,0.6,3.4,4.0,2.6,0.8,0.4,1.3,2.6,10.9,2015,Playoffs,14.4,0.68,0.636,0.216,2.0,11.3,6.8,13.1,1.4,1.0,13.5,13.0,0.9,0.5,1.4,0.169,1.6,1.5,3.2,0.5
harrison barnes,22.0,GSW,SF,21.0,21.0,32.4,4.2,9.5,0.44,1.0,3.0,0.355,3.1,6.6,0.478,0.495,1.2,1.6,0.735,2.1,3.1,5.2,1.5,0.8,0.5,1.0,2.1,10.6,2015,Playoffs,12.2,0.519,0.31,0.17,7.3,10.3,8.8,7.2,1.3,1.3,9.3,15.6,0.8,0.8,1.6,0.115,0.4,0.3,0.7,0.5
timofey mozgov,28.0,CLE,C,20.0,20.0,26.5,3.7,7.4,0.5,0.0,0.0,0.0,3.7,7.4,0.5,0.5,3.2,4.1,0.79,2.9,4.5,7.3,0.7,0.4,1.8,1.9,2.9,10.6,2015,Playoffs,17.9,0.577,0.0,0.547,12.0,18.2,15.2,4.3,0.8,5.8,16.8,18.9,0.9,0.8,1.7,0.156,-0.2,0.8,0.6,0.3
andre iguodala,31.0,GSW,SF,21.0,3.0,30.2,3.9,8.1,0.474,1.4,3.9,0.354,2.5,4.2,0.584,0.558,1.3,3.1,0.415,0.8,3.7,4.5,3.6,1.2,0.3,0.7,2.0,10.4,2015,Playoffs,15.4,0.546,0.48,0.38,2.8,13.2,8.1,18.0,2.0,0.9,6.6,15.1,1.3,1.0,2.2,0.17,1.7,2.8,4.5,1.0
terrence jones,23.0,HOU,PF,17.0,9.0,23.6,3.9,9.4,0.421,0.2,1.1,0.158,3.8,8.2,0.457,0.431,2.1,3.2,0.667,1.7,3.1,4.8,1.0,0.5,0.7,0.9,1.8,10.2,2015,Playoffs,12.9,0.473,0.119,0.34,7.6,13.3,10.5,6.9,0.9,2.4,8.0,20.7,0.2,0.1,0.3,0.037,-1.2,-1.2,-2.4,0.0
otto porter,21.0,WAS,SF,10.0,0.0,33.1,3.9,8.8,0.443,1.2,3.2,0.375,2.7,5.6,0.482,0.511,1.0,2.1,0.476,2.4,5.6,8.0,1.8,1.2,0.2,0.6,1.6,10.0,2015,Playoffs,14.1,0.514,0.364,0.239,8.1,17.8,13.1,8.4,1.8,0.5,5.8,13.8,0.5,0.5,1.0,0.144,0.3,1.8,2.1,0.3
tristan thompson,23.0,CLE,PF,20.0,15.0,36.4,3.6,6.5,0.558,0.0,0.0,0.0,3.6,6.5,0.558,0.558,2.4,4.1,0.585,4.4,6.4,10.8,0.5,0.3,1.2,0.8,2.5,9.6,2015,Playoffs,15.4,0.582,0.0,0.636,13.5,19.1,16.3,2.0,0.4,2.8,8.3,11.2,1.7,0.9,2.5,0.167,0.9,-0.6,0.2,0.4
jason terry,37.0,HOU,SG,17.0,17.0,28.6,3.4,7.9,0.425,1.7,4.8,0.354,1.6,3.1,0.538,0.534,0.8,0.9,0.813,0.4,1.9,2.2,2.8,0.9,0.1,1.2,2.7,9.2,2015,Playoffs,10.1,0.553,0.612,0.119,1.3,6.7,4.0,14.9,1.5,0.3,12.4,13.8,0.5,0.0,0.5,0.054,-0.8,0.4,-0.4,0.2
iman shumpert,24.0,CLE,SG,20.0,16.0,34.8,3.0,8.2,0.36,1.7,4.7,0.355,1.3,3.6,0.366,0.46,1.5,2.0,0.75,1.2,3.8,4.9,1.2,1.3,0.8,0.7,2.5,9.1,2015,Playoffs,10.6,0.498,0.567,0.244,3.7,11.7,7.8,5.3,1.9,1.9,6.7,12.7,0.6,0.9,1.5,0.104,-0.5,1.6,1.0,0.5
dennis schrãder,21.0,ATL,PG,16.0,0.0,18.1,3.5,9.1,0.386,0.5,2.1,0.235,3.0,6.9,0.432,0.414,1.5,1.8,0.857,0.3,1.5,1.8,3.9,0.6,0.0,1.7,1.8,9.0,2015,Playoffs,13.4,0.458,0.234,0.193,1.8,8.9,5.4,37.8,1.6,0.0,14.6,28.9,-0.2,0.2,0.1,0.009,-1.0,-1.3,-2.3,0.0
jeff green,28.0,MEM,SF,11.0,2.0,27.1,3.3,9.8,0.333,0.4,1.6,0.222,2.9,8.2,0.356,0.352,2.0,2.4,0.846,0.8,3.9,4.7,1.7,0.5,0.5,1.5,1.6,8.9,2015,Playoffs,7.9,0.41,0.167,0.241,3.3,16.2,9.6,10.2,0.9,1.5,11.8,20.8,-0.5,0.3,-0.2,-0.033,-3.1,-0.9,-4.0,-0.1
austin rivers,22.0,LAC,SG,14.0,2.0,17.9,3.3,7.5,0.438,0.9,2.5,0.371,2.4,5.0,0.471,0.5,0.9,1.4,0.632,0.4,1.3,1.7,1.1,0.7,0.3,0.9,2.0,8.4,2015,Playoffs,12.9,0.516,0.333,0.181,2.6,7.5,5.0,10.1,1.9,1.4,9.6,21.8,0.1,0.1,0.2,0.045,-0.2,-0.3,-0.4,0.1
nenãª,32.0,WAS,PF,10.0,10.0,25.7,3.4,7.6,0.447,0.0,0.0,0.0,3.4,7.6,0.447,0.447,1.1,2.3,0.478,2.5,4.1,6.6,1.5,0.9,0.3,1.4,3.2,7.9,2015,Playoffs,11.1,0.459,0.0,0.303,10.9,16.8,13.9,9.2,1.8,0.9,14.0,17.3,0.0,0.4,0.4,0.074,-3.2,0.5,-2.8,-0.1
matt barnes,34.0,LAC,SF,14.0,14.0,29.2,2.7,7.1,0.38,1.1,4.3,0.267,1.6,2.9,0.55,0.46,1.1,1.4,0.75,1.1,3.9,5.1,1.6,1.4,0.7,1.1,3.9,7.6,2015,Playoffs,9.7,0.492,0.6,0.2,4.2,13.9,9.1,7.4,2.4,2.1,12.8,13.2,0.1,0.4,0.5,0.055,-1.3,0.9,-0.4,0.2
beno udrih,32.0,MEM,PG,10.0,0.0,17.5,3.1,7.3,0.425,0.4,1.6,0.25,2.7,5.7,0.474,0.452,1.0,1.2,0.833,0.4,1.6,2.0,2.1,0.5,0.0,0.4,1.6,7.6,2015,Playoffs,14.8,0.485,0.219,0.164,2.5,10.3,6.3,21.2,1.5,0.0,4.9,21.5,0.2,0.1,0.3,0.09,0.0,0.5,0.4,0.1
